Date,Instrument,Price Close,Currency,Enterprise Value (Daily Time Series),P/E (Daily Time Series Ratio),Company Market Cap,Beta,"WACC Cost of Equity, (%)",1 Week Total Return,Volume,SPX,SPLRCTHSP
2013-01-07T00:00:00Z,AAPL.O,74.8427823,USD,462798954700.00104,11.867618858,491927954700.0,,,-1.55455116144941,121038297,,
2013-01-08T00:00:00Z,AAPL.O,75.04421067,USD,464122906630.0,11.899558812999999,493251906629.99896,,,-1.2895996768633502,114676865,,
2013-01-09T00:00:00Z,AAPL.O,73.8713547,USD,456413938300.0,11.713582194,485542938300.0,,,-5.81571134474306,101900060,,
2013-01-10T00:00:00Z,AAPL.O,74.78706807,USD,462432755230.00104,11.858784402000001,491561755230.0,,,-3.42852620711667,150285446,,
2013-01-11T00:00:00Z,AAPL.O,74.32849709999999,USD,459462877400.0,11.786070036,488591877399.99896,,,-1.27134724846225,87688828,,
2013-01-14T00:00:00Z,AAPL.O,71.67849975,USD,442043351500.00104,11.365867077999999,471172351499.99896,,,-4.22790608911288,183544579,,
2013-01-15T00:00:00Z,AAPL.O,69.41707344,USD,427178063359.99896,11.007278785,456307063360.0,,,-7.498429498553429,219193151,,
2013-01-16T00:00:00Z,AAPL.O,72.29849913,USD,446118863220.0,11.464178712999999,475247863219.99896,,,-2.12918197682974,172700217,1472.63,
2013-01-17T00:00:00Z,AAPL.O,71.81135676,USD,442916675440.0,11.386933857,472045675440.0,,,-3.97891157803242,113412692,1480.94,
2013-01-18T00:00:00Z,AAPL.O,71.4285,USD,440400000000.0,11.326225289000002,469528999999.99896,,,-3.9015952338557005,118287385,1485.98,
2013-01-18T00:00:00Z,AAPL.O,71.4285,USD,440400000000.0,11.326225289000002,469528999999.99896,,,-3.9015952338557005,118287385,1485.98,
2013-01-22T00:00:00Z,AAPL.O,72.10992789,USD,444879306660.00104,11.434277479,474008306660.0,,,3.87923938053245,115386288,1492.56,
2013-01-23T00:00:00Z,AAPL.O,73.429212285,USD,453551507290.0,11.64347286,482680507290.0,,,1.5639510757752901,215376068,1494.81,
2013-01-24T00:00:00Z,AAPL.O,64.3570785,USD,383225629000.00104,10.216284967,423045628999.99896,,,-10.380361264062302,365213318,1494.82,
2013-01-25T00:00:00Z,AAPL.O,62.83993716,USD,373252833040.0,9.975448238,413072833040.0,,,-12.0240000002859,301993804,1502.96,
2013-01-28T00:00:00Z,AAPL.O,64.26136431,USD,382596460140.00104,10.201090936,422416460140.0,,,-10.034000000422,196379127,1500.18,
2013-01-29T00:00:00Z,AAPL.O,65.46707739,USD,390522109660.0,10.392490371000001,430342109660.0,,,-9.21211640946837,142768159,1507.84,
2013-01-30T00:00:00Z,AAPL.O,65.26136331,USD,389169866140.0,10.359834543,428989866140.0,,,-11.123432651163302,104288421,1501.96,
2013-01-31T00:00:00Z,AAPL.O,65.06993493,USD,387911528420.0,10.329446481,427731528419.99896,,,1.1076581582498701,79833294,1498.11,
2013-02-01T00:00:00Z,AAPL.O,64.80279234,USD,386155489960.00104,10.287039261,425975489960.0,,,3.12357915804191,134867223,1513.17,
2013-02-04T00:00:00Z,AAPL.O,63.187936812,USD,375540378328.0,10.030691014,415360378328.0,,,-1.67040882132128,119278873,1495.71,
2013-02-05T00:00:00Z,AAPL.O,65.406220308,USD,390122070952.0,10.382829688,429942070952.0,,,-0.09295830075707301,143336679,1511.29,
2013-02-06T00:00:00Z,AAPL.O,65.33564895,USD,389658176300.0,10.371626925,429478176300.0,,,0.113827899460772,148426160,1512.12,
2013-02-07T00:00:00Z,AAPL.O,66.88850454,USD,399865736760.0,10.618133069,439685736760.0,,,3.37658353474659,176145250,1509.39,
2013-02-08T00:00:00Z,AAPL.O,67.85421786,USD,406213768840.0,10.771434037,446033768840.0,,,5.301410903648111,158289142,1517.93,
2013-02-11T00:00:00Z,AAPL.O,68.56136001,USD,410862105940.0,10.883688445,450682105939.99896,,,9.117978057027939,129358645,1517.01,
2013-02-12T00:00:00Z,AAPL.O,66.84279029999999,USD,399565238200.00104,10.610876218,439385238200.0,,,2.7747855673507593,152262864,1519.43,
2013-02-13T00:00:00Z,AAPL.O,66.71564757,USD,398729476580.0,10.590693102000001,438549476580.0,,,2.69009556553257,118801339,1520.33,
2013-02-14T00:00:00Z,AAPL.O,66.65564763,USD,398335072220.00104,10.581168486000001,438155072220.0,,,-0.348126948962935,88876589,1521.38,
2013-02-15T00:00:00Z,AAPL.O,65.73707712,USD,392296929280.0,10.435351144,432116929280.0,,,-3.1201313736155294,97981274,1519.79,
2013-02-15T00:00:00Z,AAPL.O,65.73707712,USD,392296929280.0,10.435351144,432116929280.0,,,-3.1201313736155294,97981274,1519.79,
2013-02-19T00:00:00Z,AAPL.O,65.71279143,USD,392137289420.0,10.431495943,431957289420.0,,,-1.69053216486339,108944321,1530.94,
2013-02-20T00:00:00Z,AAPL.O,64.12136445,USD,381676183300.0,10.178866831,421496183299.99896,,,-3.8885676960999502,119075005,1511.95,
2013-02-21T00:00:00Z,AAPL.O,63.72279342,USD,379056211480.0,10.115596165,418876211480.0,,,-4.400008572736519,111795291,1502.42,
2013-02-22T00:00:00Z,AAPL.O,64.40136417,USD,383516736980.00104,10.223315041000001,423336736980.0,,,-2.03190194757087,82663726,1515.6,
2013-02-25T00:00:00Z,AAPL.O,63.2570796,USD,375994882400.00104,10.041667,415814882400.0,,,-3.7726008350659104,93144557,1487.85,
2013-02-26T00:00:00Z,AAPL.O,64.13850729,USD,381788870260.00104,10.18158815,421608870260.0,,,-2.39570425452696,125374199,1496.94,
2013-02-27T00:00:00Z,AAPL.O,63.50993649,USD,377657015060.0,10.081806455,417477015060.0,,,-0.9535479562476801,146837074,1515.99,
2013-02-28T00:00:00Z,AAPL.O,63.0570798,USD,374680201200.0,10.009918278999999,414500201200.0,,,-1.04470250692265,80628817,1514.68,
2013-03-01T00:00:00Z,AAPL.O,61.49565279,USD,364416297260.0,9.762051476,404236297260.0,,,-4.51187861920732,138111930,1518.2,
2013-03-04T00:00:00Z,AAPL.O,60.00708285,USD,354631312900.0,9.525750279,394451312900.0,,,-5.13775971159023,145684544,1525.2,
2013-03-05T00:00:00Z,AAPL.O,61.591938408000004,USD,365049222352.0,9.777336217,404869222352.0,,,-3.97042118727343,159607201,1539.79,
2013-03-06T00:00:00Z,AAPL.O,60.80879633399999,USD,359901306396.00104,9.653017296,399721306396.0,,,-4.25309850045005,115062384,1541.46,
2013-03-07T00:00:00Z,AAPL.O,61.511652774,USD,364521471756.00104,9.764591374,404341471756.0,,,-2.45083824222107,117117943,1544.26,
2013-03-08T00:00:00Z,AAPL.O,61.67422404,USD,365590119760.0,9.790398547999999,405410119760.0,,,0.290380282512315,97899080,1551.18,
2013-03-11T00:00:00Z,AAPL.O,62.55279459,USD,371365326460.00104,9.929866146,411185326460.0,,,4.242352101095,118558474,1556.22,
2013-03-12T00:00:00Z,AAPL.O,61.20422451,USD,362500618940.0,9.715789053,402320618940.0,,,-0.629488059571626,116477589,1552.48,
2013-03-13T00:00:00Z,AAPL.O,61.19279595,USD,362425494300.00104,9.713974841,402245494300.0,,,0.631486954196969,101454293,1554.52,
2013-03-14T00:00:00Z,AAPL.O,61.785652500000005,USD,366322585000.0,9.808087122,406142585000.0,,,0.4454436088050301,75968821,1563.23,
2013-03-15T00:00:00Z,AAPL.O,63.37993662,USD,376802472280.0,10.061169786,416622472280.0,,,2.76568145999583,160989947,1560.7,
2013-03-18T00:00:00Z,AAPL.O,65.10279204,USD,388127511760.00104,10.334662342,427947511760.0,,,4.07655240205071,151549241,1552.1,
2013-03-19T00:00:00Z,AAPL.O,64.92707793,USD,386972470420.00104,10.306768822999999,426792470420.0,,,6.082673949602361,131693441,1548.34,
2013-03-20T00:00:00Z,AAPL.O,64.58279256,USD,384709340640.00104,10.252115667,424529340640.0,,,5.539862263325389,77165235,1558.71,
2013-03-21T00:00:00Z,AAPL.O,64.67564961,USD,385319728340.0,10.266856145,425139728340.0,,,4.6774566480718205,95813505,1545.8,
2013-03-22T00:00:00Z,AAPL.O,65.98707687,USD,393940280780.0,10.475037046,433760280780.0,,,4.113510345907939,98776209,1556.89,
2013-03-25T00:00:00Z,AAPL.O,66.22564806,USD,395508507640.00104,10.512908735,435328507639.99896,,,1.72474326337915,125283563,1551.69,
2013-03-26T00:00:00Z,AAPL.O,65.876505552,USD,393213449888.0,10.457484539,433033449888.0,,,1.46229840067329,73573496,1563.77,
2013-03-27T00:00:00Z,AAPL.O,64.58279256,USD,384709340640.00104,10.252115667,424529340640.0,,,-1.54998e-10,82852376,1562.85,
2013-03-28T00:00:00Z,AAPL.O,63.23707962,USD,375863414280.00104,10.038492128,415683414280.0,,,-2.2242837899880095,110745696,1569.19,
2013-03-28T00:00:00Z,AAPL.O,63.23707962,USD,375863414280.00104,10.038492128,415683414280.0,,,-2.2242837899880095,110745696,1569.19,
2013-04-01T00:00:00Z,AAPL.O,61.27279587,USD,363395717540.0,9.726674329,403215717540.0,,,-7.47875231908879,97432586,1562.17,
2013-04-02T00:00:00Z,AAPL.O,61.398795744,USD,364224880448.00104,9.746676024,404044880448.0,,,-6.79712709536529,132443366,1570.25,
2013-04-03T00:00:00Z,AAPL.O,61.71279543,USD,366291207060.00104,9.796521516,406111207060.0,,,-4.443903733810321,90803817,1553.69,
2013-04-04T00:00:00Z,AAPL.O,61.10279604,USD,362277005680.00104,9.699687916,402097005680.0,,,-3.3750508289940093,89664727,1559.98,
2013-04-05T00:00:00Z,AAPL.O,60.457082400000004,USD,358027780800.0,9.597184902,397847780800.0,,,-4.396150544671681,95923573,1553.28,
2013-04-08T00:00:00Z,AAPL.O,60.88708197,USD,360857463740.00104,9.665444652,400677463740.0,,,-0.629502693413308,75264817,1563.07,
2013-04-09T00:00:00Z,AAPL.O,60.99708186,USD,361581336120.00104,9.682906448999999,401401336120.0,,,-0.6542699725773821,76688191,1568.61,
2013-04-10T00:00:00Z,AAPL.O,62.24136633,USD,369769554860.0,9.880428851,409589554860.0,,,0.856501306856172,93981841,1587.73,
2013-04-11T00:00:00Z,AAPL.O,62.04708081,USD,368491027020.0,9.849587236,408311027020.0,,,1.5454035342783001,82154175,1593.37,
2013-04-12T00:00:00Z,AAPL.O,61.399938600000006,USD,363611340200.0,9.746857445,403431340200.0,,,1.55954631356254,59681338,1588.85,
2013-04-15T00:00:00Z,AAPL.O,59.97851145,USD,354271782650.0,9.521214747,394091782650.0,,,-1.4922221445703403,79379785,1552.36,
2013-04-16T00:00:00Z,AAPL.O,60.89136768,USD,360269749760.00104,9.666124982000001,400089749760.0,,,-0.173310225853629,76442834,1574.57,
2013-04-17T00:00:00Z,AAPL.O,57.5427996,USD,338267817200.0,9.134560677,378087817200.0,,,-7.54894535093656,236263697,1552.01,
2013-04-18T00:00:00Z,AAPL.O,56.00708685,USD,328177340450.0,8.890775852,367997340450.0,,,-9.73453364931369,166574329,1541.61,
2013-04-19T00:00:00Z,AAPL.O,55.78994421,USD,326750593970.0,8.856305812,366570593970.0,,,-9.13680781771508,152318353,1555.25,
2013-04-22T00:00:00Z,AAPL.O,56.95280019,USD,334391196830.0,9.040901949,374211196830.0,,,-5.044658806642071,107479549,1562.5,
2013-04-23T00:00:00Z,AAPL.O,58.01851341,USD,341393518370.0,9.210077278,381213518370.0,,,-4.7179992488211795,166059115,1578.78,
2013-04-24T00:00:00Z,AAPL.O,57.923084933999995,USD,340766500838.0,9.194928602000001,380586500838.0,,,0.6608738829076309,242458633,1578.79,
2013-04-25T00:00:00Z,AAPL.O,58.33994166,USD,344188478620.0,9.749289217000001,383325478620.0,,,4.16528504016069,96209251,1585.16,
2013-04-26T00:00:00Z,AAPL.O,59.600654685,USD,352472056045.0,9.959969165,391609056045.0,,,6.83046116843524,191069181,1582.24,
2013-04-29T00:00:00Z,AAPL.O,61.44565284,USD,364594707880.0,10.268290019,403731707880.0,,,7.88873002761918,160081270,1593.61,
2013-04-30T00:00:00Z,AAPL.O,63.25422246,USD,376478004220.00104,10.570523237,415615004220.0,,,9.024204071911711,172884534,1597.57,
2013-05-01T00:00:00Z,AAPL.O,62.75565153,USD,373202119210.0,10.487206181,412339119210.0,,,8.343075305904259,126788823,1582.7,
2013-05-02T00:00:00Z,AAPL.O,63.64565064,USD,379049902480.0,10.635935481,418186902480.0,,,9.09447083515566,105506289,1597.59,
2013-05-03T00:00:00Z,AAPL.O,64.28279286,USD,383236277020.00104,10.742409427,422373277020.0,,,7.85585024090991,90381878,1614.42,
2013-05-06T00:00:00Z,AAPL.O,65.81564847,USD,393307980790.00104,10.998567597000001,432444980790.0,,,7.11196875202862,124160286,1617.5,
2013-05-07T00:00:00Z,AAPL.O,65.522505906,USD,391381873042.0,10.949580032,430518873042.0,,,3.58597949287327,120938196,1625.96,
2013-05-08T00:00:00Z,AAPL.O,66.26279088,USD,396245952160.0,11.073290343,435382952159.99896,,,5.588563363559571,118149156,1632.69,
2013-05-09T00:00:00Z,AAPL.O,65.25279189,USD,389609703730.0,10.904507654000001,428746703729.99896,,,3.2097325264741006,99687575,1626.67,
2013-05-10T00:00:00Z,AAPL.O,64.70993529,USD,386042837530.00104,10.813789942,425179837530.0,,,1.33664307877774,83712565,1633.7,
2013-05-13T00:00:00Z,AAPL.O,64.96279218,USD,387704246260.0,10.856045297,426841246260.0,,,-0.6367464587980539,79277389,1633.77,
2013-05-14T00:00:00Z,AAPL.O,63.40850802,USD,377491745140.0,10.596306165,416628745140.0,,,-2.58018041143567,111779051,1650.34,
2013-05-15T00:00:00Z,AAPL.O,61.26422445,USD,363402623650.0,10.237971205,402539623650.0,,,-6.926188011477031,185403270,1658.78,
2013-05-16T00:00:00Z,AAPL.O,62.082509346,USD,368779205122.00104,10.374716219,407916205122.0,,,-4.858462682571151,150866628,1650.47,
2013-05-17T00:00:00Z,AAPL.O,61.89422382,USD,367542065740.0,10.343251496,406679065740.0,,,-4.35128154063366,107019936,1667.47,
2013-05-20T00:00:00Z,AAPL.O,63.27565101,USD,376618801570.0,10.574104199,415755801570.0,,,-2.59708844573634,112894096,1666.29,
2013-05-21T00:00:00Z,AAPL.O,62.80850862,USD,373549419340.0,10.496039221,412686419340.0,,,-0.94624431117396,114074354,1669.16,
2013-05-22T00:00:00Z,AAPL.O,63.050508378,USD,375139490746.0,10.536480222,414276490746.0,,,2.91570479142345,110814968,1655.35,
2013-05-23T00:00:00Z,AAPL.O,63.16279398,USD,375877268860.0,10.555244464,415014268860.0,,,1.74007888039296,88345324,1650.51,
2013-05-24T00:00:00Z,AAPL.O,63.59279355,USD,378702602349.99896,10.627102441,417839602350.0,,,2.74431057455595,69106708,1649.6,
2013-05-24T00:00:00Z,AAPL.O,63.59279355,USD,378702602349.99896,10.627102441,417839602350.0,,,2.74431057455595,69106708,1649.6,
2013-05-28T00:00:00Z,AAPL.O,63.062651223,USD,375219275911.00104,10.538509434,414356275911.0,,,0.404630850428456,96536284,1660.06,
2013-05-29T00:00:00Z,AAPL.O,63.56422215,USD,378514872550.00104,10.622327825,417651872550.0,,,0.814765470702361,82695751,1648.36,
2013-05-30T00:00:00Z,AAPL.O,64.51136406,USD,384738115420.00104,10.780606358,423875115420.0,,,2.1350703385822,88428736,1654.41,
2013-05-31T00:00:00Z,AAPL.O,64.247792895,USD,383006308015.0,10.736560522000001,422143308015.0,,,1.02998989062342,96075138,1630.74,
2013-06-03T00:00:00Z,AAPL.O,64.38850704,USD,383930877280.0,10.760075508,423067877280.0,,,1.2512636185018702,93087934,1640.42,
2013-06-04T00:00:00Z,AAPL.O,64.18707867,USD,382607382190.00104,10.726414462000001,421744382190.0,,,1.78303230946029,73181594,1631.38,
2013-06-05T00:00:00Z,AAPL.O,63.58707927,USD,378665056390.00104,10.626147518,417802056390.0,,,0.035959096328030994,72647409,1608.9,
2013-06-06T00:00:00Z,AAPL.O,62.63708022,USD,372423040540.0,10.467391523,411560040540.0,,,-2.90535453285777,104268562,1622.56,
2013-06-07T00:00:00Z,AAPL.O,63.115794027,USD,375568453339.0,10.54739022,414705453339.0,,,-1.76192646742982,101185787,1643.38,
2013-06-10T00:00:00Z,AAPL.O,62.69850873,USD,372826659610.0,10.477656948,411963659610.0,,,-2.62468938521714,112589155,1642.81,
2013-06-11T00:00:00Z,AAPL.O,62.51422320000001,USD,371615802400.00104,10.446860672,410752802400.0,,,-2.60621842347194,71596092,1626.13,
2013-06-12T00:00:00Z,AAPL.O,61.74136683,USD,366537711310.00104,10.317707299,405674711310.0,,,-2.9026532763079,66356734,1612.52,
2013-06-13T00:00:00Z,AAPL.O,62.280652005,USD,370081111285.00104,10.407828183,409218111285.0,,,-0.569037083517054,71528157,1636.36,
2013-06-14T00:00:00Z,AAPL.O,61.43565285,USD,364529002450.0,10.266618903,403666002450.0,,,-2.66199800293461,68020979,1626.73,
2013-06-17T00:00:00Z,AAPL.O,61.714224,USD,366359368000.00104,10.313171413,405496368000.0,,,-1.56986944284742,64860517,1639.04,
2013-06-18T00:00:00Z,AAPL.O,61.68136689,USD,366143478730.0,10.307680604,405280478730.0,,,-1.33226690968233,48790496,1651.81,
2013-06-19T00:00:00Z,AAPL.O,60.428511,USD,357911527000.0,10.098313675,397048527000.0,,,-2.12637960141407,77757862,1628.93,
2013-06-20T00:00:00Z,AAPL.O,59.548226166000006,USD,352127571862.0,9.951207744,391264571862.0,,,-4.38727879585383,89374647,1588.19,
2013-06-21T00:00:00Z,AAPL.O,59.071369499999996,USD,348994361500.0,9.871519397,388131361500.0,,,-3.8483897231840802,120312466,1592.43,
2013-06-24T00:00:00Z,AAPL.O,57.50565678,USD,338706768460.00104,9.609870418,377843768460.0,,,-6.819444445043089,120186550,1573.09,
2013-06-25T00:00:00Z,AAPL.O,57.51851391,USD,338791246870.0,9.612018996,377928246870.0,,,-6.748963568487049,78584864,1588.03,
2013-06-26T00:00:00Z,AAPL.O,56.86708599,USD,334511007430.0,9.503157742,373648007430.0,,,-5.89361702089315,91986664,1603.26,
2013-06-27T00:00:00Z,AAPL.O,56.25422946,USD,330484203220.0,9.40074222,369621203220.0,,,-5.53164538667256,84350133,1613.2,
2013-06-28T00:00:00Z,AAPL.O,56.64708621,USD,333065487970.0,9.466393196,372202487970.0,,,-4.10399032565589,144659561,1606.28,
2013-07-01T00:00:00Z,AAPL.O,58.45994154,USD,332615635240.0,9.769342606,371752635240.0,,,1.65946241386574,97793142,1614.96,
2013-07-02T00:00:00Z,AAPL.O,59.78422593,USD,341036892580.00104,9.990646076,380173892580.0,,,3.93910041481063,117521696,1614.08,
2013-07-03T00:00:00Z,AAPL.O,60.114225600000005,USD,343135393600.0,10.045792895,382272393600.0,,,5.710050996354151,60232218,1615.41,
2013-07-03T00:00:00Z,AAPL.O,60.114225600000005,USD,343135393600.0,10.045792895,382272393600.0,,,5.710050996354151,60232218,1615.41,
2013-07-05T00:00:00Z,AAPL.O,59.63136894,USD,340064859640.00104,9.965101877999999,379201859640.0,,,5.26820164982296,68520828,1631.89,
2013-07-08T00:00:00Z,AAPL.O,59.29279785,USD,337911852100.0,9.908522674,377048852100.0,,,1.4246615515395302,74578494,1640.46,
2013-07-09T00:00:00Z,AAPL.O,60.33565395,USD,344543478700.0,10.082796172,383680478700.0,,,0.9223637362227859,88172326,1652.32,
2013-07-10T00:00:00Z,AAPL.O,60.10422561,USD,343071802660.0,10.044121779,382208802660.0,,,-0.016634981598596,70350889,1652.62,
2013-07-11T00:00:00Z,AAPL.O,61.041081816,USD,349029365296.00104,10.200681451,388166365296.0,,,1.54182509472118,81619045,1675.02,
2013-07-12T00:00:00Z,AAPL.O,60.92993907,USD,348346055470.0,10.182108193,387483055470.0,,,2.17766278521971,69910532,1680.19,
2013-07-15T00:00:00Z,AAPL.O,61.06279608,USD,349190957680.0,10.204310159,388327957680.0,,,2.98518250831146,60543165,1682.5,
2013-07-16T00:00:00Z,AAPL.O,61.456367115,USD,351693866915.0,10.270080499999999,390830866915.0,,,1.8574641882012501,54134421,1676.26,
2013-07-17T00:00:00Z,AAPL.O,61.47279567,USD,351798344070.00104,10.272825905,390935344070.0,,,2.27699474689183,49764113,1680.91,
2013-07-18T00:00:00Z,AAPL.O,61.679652606000005,USD,353113847726.00104,10.307394127,392250847726.0,,,1.04613281859598,54760872,1689.37,
2013-07-19T00:00:00Z,AAPL.O,60.70708215,USD,346928800150.0,10.144866185,386065800150.0,,,-0.36575930266652396,67194782,1692.09,
2013-07-22T00:00:00Z,AAPL.O,60.90136767,USD,348164356070.0,10.177333577,387301356070.0,,,-0.264364590290689,51997647,1695.53,
2013-07-23T00:00:00Z,AAPL.O,59.85565443,USD,341514158030.0,10.002582617,380651158030.0,,,-2.6046327832828196,92348495,1692.39,
2013-07-24T00:00:00Z,AAPL.O,62.92993707,USD,361065013470.00104,10.516331341,400202013470.0,,,2.37038414196957,148013972,1685.94,
2013-07-25T00:00:00Z,AAPL.O,62.642794499999994,USD,372727934500.0,10.952514035,398375934500.0,,,1.5615228903517,57420693,1690.25,
2013-07-26T00:00:00Z,AAPL.O,62.99850843,USD,374990092030.0,11.014707330999999,400638092030.0,,,3.77456171337924,50068803,1691.65,
2013-07-29T00:00:00Z,AAPL.O,63.96993603,USD,381167871630.00104,11.184552474,406815871630.0,,,5.038586944496441,62110362,1685.33,
2013-07-30T00:00:00Z,AAPL.O,64.75993524,USD,386191860040.00104,11.322676539000001,411839860040.0,,,8.19351297265179,77355642,1685.96,
2013-07-31T00:00:00Z,AAPL.O,64.64707821,USD,385474147410.0,11.30294453,411122147410.0,,,2.72865542310592,80739431,1685.73,
2013-08-01T00:00:00Z,AAPL.O,65.239363332,USD,389240775972.0,11.406500113,414888775972.0,,,4.1450399101989905,51562373,1706.87,
2013-08-02T00:00:00Z,AAPL.O,66.07707678,USD,394568202380.0,11.552966572,420216202380.0,,,4.88673212711401,68695394,1709.67,
2013-08-05T00:00:00Z,AAPL.O,67.06421865,USD,400845916650.0,11.725559210999998,426493916650.0,,,4.83708881591449,79713671,1707.14,
2013-08-06T00:00:00Z,AAPL.O,66.46421925,USD,397030229250.00104,11.620654857,422678229249.99896,,,2.63169505189365,83728623,1697.37,
2013-08-07T00:00:00Z,AAPL.O,66.42564786,USD,396784935060.00104,11.613911005999999,422432935060.0,,,2.75119881754418,74714042,1690.91,
2013-08-08T00:00:00Z,AAPL.O,65.85850557,USD,393178201970.0,11.514751415,418826201970.0,,,1.6169013386909898,63999901,1697.48,
2013-08-09T00:00:00Z,AAPL.O,64.92136365,USD,387218461650.0,11.350900805999999,412866461650.0,,,-1.09901846573205,66905275,1691.42,
2013-08-12T00:00:00Z,AAPL.O,66.76564752,USD,398947157920.0,11.673356806,424595157919.99896,,,0.21344368418396698,91108381,1689.47,
2013-08-13T00:00:00Z,AAPL.O,69.93850149,USD,419124876290.00104,12.228101018,444772876290.0,,,5.923471406196329,220485156,1694.16,
